set;id;numero;nome;url;pagina;status;erro
smp;smp-SM192;SM192;Lucario e Melmetal GX;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_192_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/192;baixado;
smp;smp-SM193;SM193;Garchomp e Giratina GX;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_193_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/193;baixado;
smp;smp-SM194;SM194;Detective Pikachu;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_194_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/194;baixado;
smp;smp-SM195;SM195;Charizard GX;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_195_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/195;baixado;
smp;smp-SM196;SM196;Mewtwo GX;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_196_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/196;baixado;
smp;smp-SM197;SM197;Greninja GX;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_197_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/197;baixado;
smp;smp-SM198;SM198;Bulbasaur;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_198_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/198;baixado;
smp;smp-SM199;SM199;Psyduck;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_199_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/199;baixado;
smp;smp-SM20;SM20;Mudsdale;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_020_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/20;baixado;
smp;smp-SM200;SM200;Snubbull;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_200_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/200;baixado;
smp;smp-SM201;SM201;Reshiram e Charizard GX;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_201_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/201;baixado;
smp;smp-SM202;SM202;Amoonguss;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_202_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/202;baixado;
smp;smp-SM203;SM203;Tapu Fini;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_203_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/203;baixado;
smp;smp-SM204;SM204;Necrozma;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_204_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/204;baixado;
smp;smp-SM205;SM205;Terrakion;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_205_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/205;baixado;
smp;smp-SM206;SM206;Pikachu;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_206_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/206;baixado;
smp;smp-SM207;SM207;Sudowoodo;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_207_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/207;baixado;
smp;smp-SM208;SM208;Vikavolt;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_208_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/208;baixado;
smp;smp-SM209;SM209;Stakataka;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_209_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/209;baixado;
smp;smp-SM21;SM21;Drampa;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_021_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/21;baixado;
smp;smp-SM210;SM210;Moltres, Zapdos e Articuno GX;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_210_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/210;baixado;
smp;smp-SM211;SM211;Charizard GX;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_211_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/211;baixado;
smp;smp-SM212;SM212;Gyarados GX;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_212_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/212;baixado;
smp;smp-SM213;SM213;Raichu GX;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_213_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/213;baixado;
smp;smp-SM214;SM214;Mewtwo;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_214_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/214;baixado;
smp;smp-SM215;SM215;Mew;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_215_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/215;baixado;
smp;smp-SM216;SM216;Porygon-Z GX;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_216_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/216;baixado;
smp;smp-SM217;SM217;Trevenant e Dusknoir GX;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_217_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/217;baixado;
smp;smp-SM218;SM218;Buzzwole;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_218_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/218;baixado;
smp;smp-SM219;SM219;Entei;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_219_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/219;baixado;
smp;smp-SM22;SM22;Rowlet;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_022_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/22;baixado;
smp;smp-SM220;SM220;Phione;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SMP/SMP_220_R_PT.png;https://limitlesstcg.com/cards/pt/SMP/220;baixado;
